关系类型	头实体	尾实体	头类型	尾类型	头原文	尾原文	文献编号	匹配类型	精简上下文	审核状态	修改建议	备注	_source
药物-缓解-症状	线胸片	脉浮	Medication	Symptom	线胸片	脉浮	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	...咳嗽声重，气急咽痒，咳痰稀薄色白，鼻 但特异性低，心电图、 线胸片及超声心动图对鉴塞，流清涕，头痛，苔薄白，脉浮或浮紧。	待审核		由相关细化为药物-缓解-症状（类型组合规则）	cooccur
检查-评估-症状	心电图	慢性咳嗽	Examination	Symptom	心电图	咳嗽	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	...感性高症见咳嗽声重，气急咽痒，咳痰稀薄色白，鼻 但特异性低，心电图、 线胸片及超声心动图对鉴塞，流清涕，头痛，苔薄白，脉浮或浮...	待审核		由相关细化为检查-评估-症状（类型组合规则）	cooccur
检查-评估-症状	心电图	咳痰	Examination	Symptom	心电图	咳痰	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	血浆 二聚体敏感性高症见咳嗽声重，气急咽痒，咳痰稀薄色白，鼻 但特异性低，心电图、 线胸片及超声心动图对鉴塞，流清涕，头痛，苔薄白，脉浮或浮...	待审核		由相关细化为检查-评估-症状（类型组合规则）	cooccur
检查-评估-症状	心电图	流清涕	Examination	Symptom	心电图	流清涕	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	...感性高症见咳嗽声重，气急咽痒，咳痰稀薄色白，鼻 但特异性低，心电图、 线胸片及超声心动图对鉴塞，流清涕，头痛，苔薄白，脉浮或浮紧。	待审核		由相关细化为检查-评估-症状（类型组合规则）	cooccur
检查-评估-症状	心电图	头痛	Examination	Symptom	心电图	头痛	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	...感性高症见咳嗽声重，气急咽痒，咳痰稀薄色白，鼻 但特异性低，心电图、 线胸片及超声心动图对鉴塞，流清涕，头痛，苔薄白，脉浮或浮紧。	待审核		由相关细化为检查-评估-症状（类型组合规则）	cooccur
检查-评估-症状	心电图	脉浮	Examination	Symptom	心电图	脉浮	22_咳嗽基层诊疗指南（2018年）.txt	cooccur	...感性高症见咳嗽声重，气急咽痒，咳痰稀薄色白，鼻 但特异性低，心电图、 线胸片及超声心动图对鉴塞，流清涕，头痛，苔薄白，脉浮或浮紧。	待审核		由相关细化为检查-评估-症状（类型组合规则）	cooccur
药物-缓解-症状	支气管舒张剂	慢性咳嗽	Medication	Symptom	支气管舒张剂	咳嗽	43_【最新】中西医联合防治慢性阻塞性肺疾病临床应用指南（2025年11月）.txt	cooccur	...推荐 C质量 患者 加重 初始吸入药物治疗：A组患者选择一种支气管舒张剂，肺脾气虚证：活动后气短，疲 联合补中益气汤 弱推荐 DB组...	待审核		由相关细化为药物-缓解-症状（类型组合规则）	cooccur
药物-导致-并发症	支气管舒张剂	咳痰	Medication	Symptom	支气管舒张剂	咳痰	23_面向全科医生的《慢性阻塞性肺疾病诊治指南（2021年修订版）》解读.txt	cooccur	...肺诊断的“金标准”，肺功能检查提示肺泡异常所致，以慢性咳嗽、咳痰和活动后气促为主 吸入支气管舒张剂后第 秒用力呼气末容积（FEV ）/要症状，其会导致患者生活...	待审核		由相关细化为药物-导致-并发症（上下文关键词）	cooccur
检查-评估-疾病	CT	喘息	Examination	Symptom	CT	喘息	24_【参考】中国慢性阻塞性肺疾病基层诊疗与管理指南（2024年）(周老师参与).txt	cooccur	...（ ）或 织的慢性非特异性炎症，临床上以咳嗽、咳痰为主A RCT系统评价或 分析Meta 要症状，或有喘息，每年发病持续 个月或更长时证据来自有研究缺陷的 或低质量的...	待审核		由相关细化为检查-评估-疾病（上下文关键词）	cooccur
疾病-症状	肺癌	呼吸困难	Disease	Symptom	肺癌	呼吸困难	24_【参考】中国慢性阻塞性肺疾病基层诊疗与管理指南（2024年）(周老师参与).txt	cooccur	modified， ）呼吸困难问卷 （四）合并症的评估Medical Research Council mMRC慢阻肺患者经常伴有其他慢性疾病，常见的表慢性阻塞性肺疾病患者气流受限严重程度的合并症包括心血管疾病、代谢综合征、骨质疏松肺功能分级［症、抑郁和焦虑、肺癌、营养不良和骨骼肌功能障占预计值百分比（使用肺功能分级 气流...	待审核		由相关细化为疾病-症状（类型组合规则）	cooccur
疾病-并发症	心血管疾病	代谢综合征	Disease	Complication	心血管疾病	代谢综合征	24_【参考】中国慢性阻塞性肺疾病基层诊疗与管理指南（2024年）(周老师参与).txt	cooccur	...病，常见的表慢性阻塞性肺疾病患者气流受限严重程度的合并症包括心血管疾病、代谢综合征、骨质疏松肺功能分级［症、抑郁和焦虑、肺癌、营养不良和骨骼肌...	待审核		由相关细化为疾病-并发症（类型组合规则）	cooccur
疾病-并发症	肺癌	代谢综合征	Disease	Complication	肺癌	代谢综合征	24_【参考】中国慢性阻塞性肺疾病基层诊疗与管理指南（2024年）(周老师参与).txt	cooccur	...慢性阻塞性肺疾病患者气流受限严重程度的合并症包括心血管疾病、代谢综合征、骨质疏松肺功能分级［症、抑郁和焦虑、肺癌、营养不良和骨骼肌功能障占预计值百分比（使用肺功能分级 气流...	待审核		由相关细化为疾病-并发症（类型组合规则）	cooccur
检查-评估-疾病	肺功能	胸闷	Examination	Symptom	肺功能	胸闷	24_【参考】中国慢性阻塞性肺疾病基层诊疗与管理指南（2024年）(周老师参与).txt	cooccur	第 秒用力呼气容积 依据上述肺功能分级和对症状及急性加重风GOLD FEV表慢性阻塞性肺疾病（慢阻肺）患者自我评估测试问卷（ 问卷）［］CAT症状 评分（分） 症状我从不咳嗽 我总是咳嗽我肺里一点痰都没有 我肺里有很多痰我一点也没有胸闷的感觉 我有很重的胸闷的感觉当我在爬坡或爬一层楼梯时我并不感...	待审核		由相关细化为检查-评估-疾病（上下文关键词）	cooccur
药物-缓解-症状	短效β2受体激动剂	呼吸困难	Medication	Symptom	SABA	呼吸困难	42_慢性阻塞性肺疾病急性加重围出院期管理与随访指南（2024年版）-已解锁.txt	cooccur	LABAh SABA持续扩张小气道、改善肺功能和呼吸困难症状，可 当外周血 水平较高时，急性加重高风险EOS作为有明...	待审核		由相关细化为药物-缓解-症状（上下文关键词）	cooccur
药物-缓解-症状	吸入性糖皮质激素	心动过速	Medication	Symptom	ICS	心动过速	24_【参考】中国慢性阻塞性肺疾病基层诊疗与管理指南（2024年）(周老师参与).txt	cooccur	...独使用 不能阻止 的/d ICS FEV不良反应：总体而言，吸入性 受体激动剂的 降低趋势，也不能改变慢阻肺患者的病死率，因此不良反应远低于口服剂型，相对常见的不良反应有 不推荐稳定期慢阻肺患者单用 治疗，也不推荐ICS窦性心动过速、肌肉震颤（通常为手颤），不常见的 长期口服糖皮质激素。	待审核		由相关细化为药物-缓解-症状（上下文关键词）	cooccur
药物-缓解-症状	激动剂	心动过速	Medication	Symptom	激动剂	心动过速	24_【参考】中国慢性阻塞性肺疾病基层诊疗与管理指南（2024年）(周老师参与).txt	cooccur	...阻止 的/d ICS FEV不良反应：总体而言，吸入性 受体激动剂的 降低趋势，也不能改变慢阻肺患者的病死率，因此不良反应远低于口服剂型，相对常见的不良反应有 不推荐稳定期慢阻肺患者单用 治疗，也不推荐ICS窦性心动过速、肌肉震颤（通常为手颤），不常见的 长期口服糖皮质激素。	待审核		由相关细化为药物-缓解-症状（上下文关键词）	cooccur
药物-缓解-症状	糖皮质激素	心动过速	Medication	Symptom	糖皮质激素	心动过速	24_【参考】中国慢性阻塞性肺疾病基层诊疗与管理指南（2024年）(周老师参与).txt	cooccur	...反应有 不推荐稳定期慢阻肺患者单用 治疗，也不推荐ICS窦性心动过速、肌肉震颤（通常为手颤），不常见的 长期口服糖皮质激素。	待审核		由相关细化为药物-缓解-症状（类型组合规则）	cooccur
药物-缓解-症状	抗胆碱能药物	慢性咳嗽	Medication	Symptom	抗胆碱能药物	咳嗽	43_【最新】中西医联合防治慢性阻塞性肺疾病临床应用指南（2025年11月）.txt	cooccur	... 联合小青龙汤 弱推荐 专家共识闷，痰稀薄、量多，易咯出，效抗胆碱能药物）作为急性恶寒，舌苔白滑 加重的初始支气管舒张剂治疗；	待审核		由相关细化为药物-缓解-症状（类型组合规则）	cooccur
治疗-改善-症状	肺康复	呼吸困难	Treatment	Symptom	肺康复	呼吸困难	24_【参考】中国慢性阻塞性肺疾病基层诊疗与管理指南（2024年）(周老师参与).txt	cooccur	肺康复是对患者进行全面评估后为患积液、充血性心力衰竭、心律不齐、肺栓塞等肺内外者量身打造的个体化综合干预，是改善呼吸困难、并发症或合并症也是加重呼吸道症状的常见原因，健康状况和运动...	待审核		由相关细化为治疗-改善-症状（特殊实体对）	cooccur
疾病-治疗	肺炎	无创通气	Disease	Treatment	肺炎	家庭无创通气	34_慢性阻塞性肺疾病中西医结合管理专家共识(2023版).txt	cooccur	...服糖皮质激素与慢阻肺急括患者教育、肺康复治疗、长期氧疗、家庭无创通气、 性加重肺炎及死亡风险增加有关。	待审核		由相关细化为疾病-治疗（类型组合规则）	cooccur
疾病-并发症	肺炎	胸腔积液	Disease	Complication	肺炎	胸腔积液	39_2019-对慢性阻塞性肺疾病若干问题的思考.txt	cooccur	...肿大、杵状 分组方法，还是按照哮喘病情控制水平进行评估指趾、胸腔积液、阻塞性肺炎、阻塞性肺不张、阻塞 呢？	待审核		由相关细化为疾病-并发症（类型组合规则）	cooccur
疾病-并发症	心力衰竭	胸腔积液	Disease	Complication	充血性心力衰竭	胸腔积液	42_慢性阻塞性肺疾病急性加重围出院期管理与随访指南（2024年版）-已解锁.txt	cooccur	...吸入过敏原、手术、应用镇静药物、擅自停用吸入药物等（）气胸、胸腔积液、充血性心力衰竭、心律不齐、肺栓塞等肺内外并发症或合并症也是加重呼吸道症状的...	待审核		由相关细化为疾病-并发症（类型组合规则）	cooccur
疾病-症状	呼吸衰竭	喘息	Disease	Symptom	呼吸衰竭	喘息	24_【参考】中国慢性阻塞性肺疾病基层诊疗与管理指南（2024年）(周老师参与).txt	cooccur	...度：患者需要住院或急诊、 治疗，重度. ICU促加重，常伴有喘息、胸闷、咳嗽加剧、痰量增加、痰急性加重可能并发急性呼吸衰竭。	待审核		由相关细化为疾病-症状（类型组合规则）	cooccur
疾病-症状	呼吸衰竭	胸闷	Disease	Symptom	呼吸衰竭	胸闷	24_【参考】中国慢性阻塞性肺疾病基层诊疗与管理指南（2024年）(周老师参与).txt	cooccur	...者需要住院或急诊、 治疗，重度. ICU促加重，常伴有喘息、胸闷、咳嗽加剧、痰量增加、痰急性加重可能并发急性呼吸衰竭。	待审核		由相关细化为疾病-症状（类型组合规则）	cooccur
疾病-症状	呼吸衰竭	咳嗽加剧	Disease	Symptom	呼吸衰竭	咳嗽加剧	24_【参考】中国慢性阻塞性肺疾病基层诊疗与管理指南（2024年）(周老师参与).txt	cooccur	...住院或急诊、 治疗，重度. ICU促加重，常伴有喘息、胸闷、咳嗽加剧、痰量增加、痰急性加重可能并发急性呼吸衰竭。	待审核		由相关细化为疾病-症状（类型组合规则）	cooccur
疾病-症状	心力衰竭	心动过速	Disease	Symptom	心力衰竭	心动过速	24_【参考】中国慢性阻塞性肺疾病基层诊疗与管理指南（2024年）(周老师参与).txt	cooccur	... CT肺动脉造影 下肢多普勒超声、超声心动图联合检测. CT心力衰竭 胸部影像学 新出现的呼吸困难或呼吸困难加剧、心动过速、呼吸急促、端坐呼吸、下和 肢水肿和胸腔积液；	待审核		由相关细化为疾病-症状（类型组合规则）	cooccur
诱发-急性加重	CT	呼吸困难	Examination	Symptom	CT	呼吸困难	38_【主要参考】慢性阻塞性肺疾病急性加重诊治中国专家共识(2023年修订版)-已解锁.txt	cooccur	...升高有助于鉴别心力衰竭引起, NT-proBNP)确定如胸部CT肺气肿气道壁增厚及慢性支气 的急性呼吸困难[]。	待审核		由相关细化为诱发-急性加重（上下文关键词）	cooccur
检查-评估-疾病	CT	心动过速	Examination	Symptom	CT	心动过速	24_【参考】中国慢性阻塞性肺疾病基层诊疗与管理指南（2024年）(周老师参与).txt	cooccur	...动脉造影、 二聚体以及胸部 检查、肺通气灌注显影、. D⁃ CT D⁃ CT肺动脉造影 下肢多普勒超声、超声心动图联合检测. CT心力衰竭 胸部影像学 新出现的呼吸困难或呼吸困难加剧、心动过速、呼吸急促、端坐呼吸、下和 肢水肿和胸腔积液；	待审核		由相关细化为检查-评估-疾病（上下文关键词）	cooccur
检查-评估-症状	心电图	呼吸困难	Examination	Symptom	心电图	呼吸困难	38_【主要参考】慢性阻塞性肺疾病急性加重诊治中国专家共识(2023年修订版)-已解锁.txt	cooccur	...伤都会增加患者死亡风险[]因此示糖皮质激素治疗反应性好[] 心电图异常或呼吸困难比 预期更严重AECOPD文献报道在除外合并哮喘后,%~%应...	待审核		由相关细化为检查-评估-症状（类型组合规则）	cooccur
诱发-急性加重	慢性阻塞性肺疾病	肌肉酸痛	Disease	Symptom	COPD	肌肉酸痛	38_【主要参考】慢性阻塞性肺疾病急性加重诊治中国专家共识(2023年修订版)-已解锁.txt	cooccur	( 、初始抗菌治疗的疗效 抗菌治疗既要关注 肌肉酸痛 全身乏力和呼吸道感染 时间 并、 ) <d患者的短期疗效 ...	待审核		由相关细化为诱发-急性加重（上下文关键词）	cooccur
